Gene,baseMean,log2FC,lfcSE,stat,pvalue,padj
Trnat-agu_28,0.78654879,-0.135751069,0.244160048,-0.684075652,0.493927396,NA
Ces1f,0.78654879,-0.135751069,0.244160048,-0.684075652,0.493927396,NA
Tnni2,1.270958811,-0.135734281,0.344122159,-0.402635699,0.687216243,NA
Crybg3,65.68897761,-0.135541284,0.309067348,-0.438572395,0.660971403,0.787000035
Rubcnl,1.154013468,-0.135454028,0.340961807,-0.39952784,0.689504314,NA
Ago4,46.86996201,-0.135164545,0.333052487,-0.405944425,0.684783436,0.804226466
Ppp2r2d,634.3292033,-0.135088755,0.249580783,-0.541287498,0.588309436,0.731020698
Capzb,5770.109696,-0.135046248,0.244225677,-0.552955359,0.580293979,0.724703075
Rbp4,3.463619885,-0.13504325,0.44252963,-0.30490538,0.760438218,0.856067006
Arpc1a,9489.443371,-0.135039213,0.290127056,-0.465447759,0.64161084,0.77245746
LOC100912845,1.968632379,-0.135038007,0.338818618,-0.403201091,0.686800297,0.80588103
LOC120099218,0.637154592,-0.134979194,0.266550887,-0.636285281,0.524590497,NA
LOC120096946,13.53837866,-0.134968687,0.48470873,-0.277490552,0.78140346,0.86928765
Eif1,578.6260283,-0.134966284,0.168849514,-0.799352252,0.424086188,0.588935528
Gnao1,1882.301902,-0.134948346,0.194354603,-0.69434445,0.487466221,0.647102997
Tp53bp1,890.126417,-0.134934045,0.181981296,-0.741481483,0.458401555,0.621855295
Prrt3,26.71685173,-0.134868595,0.378670661,-0.356331325,0.721592453,0.829591968
Pycr2,2279.87784,-0.134832658,0.201555497,-0.668957048,0.503522877,0.661576186
Lck,3.222516974,-0.13475884,0.434514024,-0.313417613,0.753963404,0.851705355
Brme1,107.3487354,-0.134745602,0.298759587,-0.451186456,0.65185517,0.78013722
Stip1,2270.924106,-0.134692832,0.165414563,-0.814274919,0.415487475,0.581419081
Dram1,5.18755296,-0.134483774,0.456799956,-0.294878821,0.768086451,0.861258213
Rps6ka4,175.5993847,-0.134330598,0.241259561,-0.556804522,0.577660994,0.722555261
Trnap-ggg_8,1.070710679,-0.134218129,0.334172578,-0.408712902,0.682750364,NA
Fis1,1280.809607,-0.134167986,0.214703493,-0.624910843,0.532029575,0.684766046
Srp14,2707.187596,-0.133914556,0.250071687,-0.535501274,0.592303277,0.734447556
Gga2,444.4058582,-0.133554533,0.267489787,-0.499332775,0.61754497,0.753988917
LOC100359539,19.50579864,-0.133378635,0.483728402,-0.27560875,0.782848589,0.870128956
LOC120095843,20.09770816,-0.133313458,0.479308802,-0.278761568,0.78042781,0.868583691
Mapkapk3,76.47686164,-0.133244528,0.298780325,-0.446060536,0.655553518,0.782940158
LOC120097015,28.96633606,-0.133224783,0.477620446,-0.27947149,0.779883015,0.868348139
Sipa1l1,88.21867679,-0.133145781,0.322875402,-0.412568951,0.679922453,0.800614144
LOC103693508,130.1422904,-0.133118781,0.354833124,-0.375244462,0.707478666,0.819718627
Slc6a6,1410.630664,-0.133076104,0.403114602,-0.330116085,0.74131225,0.843167089
Enc1,343.1423223,-0.133040304,0.258776129,-0.514115677,0.607171117,0.745663556
Zkscan7,226.6464918,-0.132857028,0.302539005,-0.439227476,0.660496718,0.786614685
LOC108352312,1.937244905,-0.132856368,0.293915359,-0.469933003,0.638402885,0.770596582
Mrpl21,404.2448092,-0.132849085,0.197327235,-0.673276134,0.500771633,0.659678876
Psmb10,1031.683474,-0.132810316,0.163493336,-0.81233849,0.41659743,0.582444858
LOC102552819,0.907383798,-0.132617486,0.252155293,-0.556318686,0.577993015,NA
Acsl4,1100.273133,-0.132556137,0.207912245,-0.637552778,0.523764844,0.677892894
Mmgt2,143.7940397,-0.132438086,0.292901276,-0.452285703,0.651063174,0.779837506
Kcns1,1.643428816,-0.132167883,0.359916001,-0.370032983,0.711357915,0.822312189
Dnajb3,209.3730994,-0.132097138,0.244274525,-0.540839948,0.588617906,0.731245981
Pfkp,375.0992417,-0.132024507,0.260288472,-0.507252043,0.611977983,0.749868709
Itpa,983.3148829,-0.131885821,0.238312588,-0.553421016,0.579975152,0.724500083
Ppial4d,100.6022335,-0.131773969,0.475835559,-0.277180078,0.781641836,0.869295523
Dnmbp,57.84692776,-0.131710094,0.322121336,-0.409070936,0.682487605,0.802719925
LOC120096910,14.25532649,-0.131677472,0.480674729,-0.273705842,0.784310688,0.871023123
LOC102553848,3.214952876,-0.131624186,0.457030618,-0.286995087,0.774116082,0.864800495
Bsn,22.12422023,-0.131618988,0.412850567,-0.319086549,0.749660884,0.848447373
LOC120098968,2.957312473,-0.131613328,0.46124067,-0.285266871,0.775439692,0.865473589
Tbccd1,92.52870169,-0.131567577,0.283121079,-0.464800992,0.642073977,0.772806066
Hrc,1.12870506,-0.131543548,0.370216113,-0.354969873,0.722612161,NA
LOC102549526,16.23295036,-0.131505389,0.458716375,-0.287368846,0.773829913,0.864611679
Trnas-aga,9.570872308,-0.131501202,0.483423301,-0.272410032,0.78530676,0.871642146
Trnav-aac_9,0.59912658,-0.131479399,0.263598046,-0.599643836,0.548743626,NA
Pld1,509.6330704,-0.131451509,0.259676981,-0.506197621,0.612717925,0.750534594
Gdpgp1,27.75120873,-0.13132976,0.38787427,-0.338579378,0.73492662,0.838836902
LOC120096114,15.46557627,-0.131160584,0.470106154,-0.279153963,0.780126672,0.868457038
LOC100910788,6175.738955,-0.13112328,0.185385225,-0.70730266,0.479378413,0.639826813
Sgca,222.9559862,-0.131108348,0.275546073,-0.475898545,0.634146659,0.767006816
Gzmm,9.656152954,-0.131089332,0.48482828,-0.270242205,0.786973925,0.872561069
Psenen,944.229209,-0.131084689,0.195904717,-0.669126295,0.503414918,0.661545284
LOC102548714,1.436962279,-0.131047781,0.323549054,-0.408690793,0.682766592,0.802773503
Tex38,2.821654307,-0.131004736,0.376709556,-0.353546505,0.723678771,0.831063074
Tprg1l,1515.207611,-0.131003684,0.162732954,-0.805024748,0.420805399,0.586132152
LOC100911361,7.282932888,-0.130962443,0.479906394,-0.272611363,0.785151977,0.87159202
Tspan18,3.421114205,-0.130876531,0.366664167,-0.356957534,0.721123597,0.829258596
Ralyl,2.978235423,-0.130845782,0.443745564,-0.29648707,0.76685814,0.860256559
Xrcc2,68.83741293,-0.130654858,0.292911526,-0.446083113,0.655537211,0.782940158
LOC102547443,574.7864128,-0.130599231,0.204081179,-0.639954693,0.522202055,0.676673145
Nrbf2,17.77219542,-0.130576727,0.483575313,-0.270203355,0.787003811,0.872561069
Noc4l,336.8227173,-0.130574468,0.260782477,-0.500745293,0.616550392,0.753241133
Sh3pxd2b,8237.277267,-0.130547868,0.16866114,-0.774025542,0.438915687,0.602651876
Gabrb2,4.432789656,-0.130507736,0.474585459,-0.275064656,0.783266565,0.870332689
LOC100909949,803.4148118,-0.130496244,0.466196403,-0.280330337,0.779224078,0.868025476
Mapre2,2057.563819,-0.130492934,0.163583851,-0.797720356,0.425032788,0.589869936
Adap1,82.6805645,-0.130464008,0.357649819,-0.365006012,0.715106919,0.825102831
Gprc5b,1348.963542,-0.130376482,0.21587532,-0.603956157,0.545872791,0.695869598
Bola2,4465.461367,-0.130372639,0.240019792,-0.543171936,0.587011427,0.729896928
Cops9,2224.599628,-0.130305625,0.170349598,-0.76493105,0.444312604,0.608215607
Rapgef3,276.7725058,-0.130288361,0.234742948,-0.555074677,0.578843583,0.723330181
Poln,6.829614466,-0.130252347,0.479009202,-0.27087233,0.786489228,0.872316554
Nsd1,2475.132502,-0.130162948,0.262080122,-0.49664884,0.619436706,0.755294606
Myh1,10.47327313,-0.130145012,0.479995742,-0.271868966,0.785722774,0.871808126
Rogdi,1011.5009,-0.130124099,0.237003857,-0.549044221,0.582975103,0.726876502
Olfm1,752.0943463,-0.130042154,0.199180039,-0.652885261,0.513830252,0.670086107
Trnaa-agc_1,1.126516023,-0.129874886,0.266385263,-0.510827709,0.609471705,NA
LOC102556012,1.126516023,-0.129874886,0.266385263,-0.510827709,0.609471705,NA
Sdc4,476.648832,-0.129826661,0.243979522,-0.532150653,0.594621658,0.736249292
Kazn,785.8187809,-0.129764954,0.228052033,-0.569032414,0.569334143,0.715193305
LOC120101595,335.3720865,-0.129742519,0.242331519,-0.535455753,0.592334747,0.734447556
Ormdl3,620.6802828,-0.129670424,0.193432872,-0.670359335,0.502628751,0.661104052
Fosl2,305.8184603,-0.129615924,0.229063902,-0.565883129,0.571473231,0.716906307
Trpm6,2.588534761,-0.129462775,0.403148265,-0.321465789,0.747857434,0.847285416
Dzip1,469.0216166,-0.129461678,0.189787157,-0.682164939,0.495134662,0.654362286
Fam98b,32.47245744,-0.129321452,0.399463675,-0.323803085,0.74608712,0.846240946
Ephb3,489.1676324,-0.129320954,0.277698982,-0.465717637,0.641417626,0.772339072
LOC102549596,1.081544936,-0.129274282,0.334289299,-0.393662962,0.69382989,NA
Ptges3,3504.583459,-0.12925605,0.2033352,-0.635680712,0.524984551,0.679044958
Grwd1,68.78406999,-0.129224135,0.301889502,-0.428231549,0.668482549,0.792663506
Cenpj,80.79102372,-0.129183165,0.315372116,-0.409703537,0.682023435,0.80233109
Ikzf5,1005.875053,-0.129039535,0.165675646,-0.778874789,0.436053476,0.599876817
Cyp46a1,17.79472263,-0.128961831,0.46644631,-0.276038001,0.782518879,0.86992186
Il1r2,10.52767481,-0.128927238,0.48302195,-0.267851202,0.788813857,0.873892226
Scand1,1478.35563,-0.12879777,0.169401495,-0.760317863,0.447064607,0.611215735
Pop7,564.2700173,-0.128755748,0.262007059,-0.49145057,0.623107805,0.758453986
Xpo7,1137.399083,-0.128433268,0.176427791,-0.727970387,0.466631714,0.629336815
LOC108351012,1.662466418,-0.128259597,0.323240938,-0.40707138,0.683955563,0.803509123
Rsl1d1,551.7232687,-0.128147296,0.197623697,-0.648448511,0.516694903,0.67218714
Hif1a,664.1757211,-0.127818601,0.204030406,-0.626485141,0.53099678,0.684001235
Efcab2,130.2043961,-0.127477522,0.239940341,-0.53135303,0.595174163,0.736687438
Nckap5l,126.2184326,-0.127408339,0.260734098,-0.48876207,0.625010154,0.759722274
Nutf2,1535.531774,-0.127357646,0.173854142,-0.73255827,0.463827891,0.626603568
Ica1,55.94880353,-0.127342823,0.349157177,-0.364814934,0.715249556,0.82521361
Trnap-cgg_4,3.263954485,-0.127007945,0.407114197,-0.314657727,0.753021544,0.851020416
Lyve1,4.217922401,-0.126953615,0.439597204,-0.287839,0.773469982,0.864427818
Bcl2l13,369.3707749,-0.126872014,0.201478895,-0.62973105,0.528870564,0.682405321
LOC100909947,1.452359988,-0.126769839,0.319740576,-0.405799209,0.68489014,0.804226466
LOC120101527,22.76568069,-0.12666458,0.44331416,-0.286284075,0.774660555,0.865072608
Itpripl1,108.4706635,-0.126561594,0.323657711,-0.390935903,0.695844615,0.811635391
Heatr6,207.5315862,-0.126499422,0.282770435,-0.447440985,0.654556689,0.78230388
Abhd17a,1179.680465,-0.126493007,0.19140544,-0.660860278,0.508701922,0.666117399
Sowaha,39.79479505,-0.126439505,0.391588282,-0.323267633,0.746492565,0.846463134
Snx12,507.2752099,-0.126312733,0.296257535,-0.426344736,0.669856664,0.79351831
Efr3a,421.711446,-0.126235318,0.215385142,-0.586089369,0.55781546,0.705333012
Crem,149.6306088,-0.126180119,0.242952883,-0.519413373,0.603472508,0.742695341
Plod3,256.7982171,-0.126079424,0.227090449,-0.555238778,0.578731348,0.723238671
Trnai-aau_1,1.141913732,-0.126038766,0.264429691,-0.511803851,0.608788295,NA
Dusp13,1.141913732,-0.126038766,0.264429691,-0.511803851,0.608788295,NA
Idh2,709.4196058,-0.125924142,0.19086705,-0.659749653,0.509414497,0.666436646
Mov10,71.36195182,-0.12582325,0.316640707,-0.397456038,0.691031199,0.80864518
LOC100912473,8.098130838,-0.125673379,0.486796214,-0.257896178,0.796487034,0.879017919
LOC120095505,6.913027224,-0.12566965,0.487890897,-0.257195172,0.797028111,0.879405704
LOC102552673,2.725287756,-0.12549976,0.422597839,-0.297142899,0.766357414,0.859995493
LOC120095140,1.219235235,-0.125408703,0.311234106,-0.411116764,0.680986918,NA
LOC102553800,0.929052313,-0.125385904,0.253039829,-0.527449507,0.597881472,NA
LOC120096692,0.929052313,-0.125385904,0.253039829,-0.527449507,0.597881472,NA
Nol8,236.2311986,-0.125207908,0.209688869,-0.597130077,0.550420538,0.699502984
Gen1,29.80064224,-0.125121039,0.459256572,-0.272964842,0.784880242,0.871342533
Knl1,79.9060006,-0.124721492,0.356467562,-0.349895089,0.726417433,0.833382321
Ero1a,210.1160897,-0.124382578,0.238115717,-0.522384085,0.601402935,0.740885903
Nck1,158.3836296,-0.124328611,0.276956325,-0.448875427,0.653521524,0.781419243
Jmjd4,49.77732422,-0.124190848,0.350238799,-0.354732702,0.72278985,0.830390916
LOC103690204,6.935436096,-0.124088869,0.487365014,-0.254807217,0.798872,0.880444785
Adi1,530.6565197,-0.124074263,0.265174574,-0.467886869,0.639865494,0.771347772
Hnrnpa2b1,9985.266583,-0.123962669,0.240367749,-0.515720287,0.606049783,0.744681011
Cacnb4,274.3173909,-0.123884166,0.272338611,-0.454927774,0.649161201,0.778112227
Tceanc2,118.230516,-0.123843677,0.247355769,-0.500747976,0.616548503,0.753241133
Jsrp1,14.214531,-0.123654904,0.441711815,-0.280028232,0.779455845,0.868127199
Pacs2,4517.839801,-0.123533193,0.166885188,-0.740231395,0.459159601,0.622456249
RGD1309104,692.9194636,-0.123475604,0.192187869,-0.642475555,0.520564457,0.67535344
LOC120098287,117.9859047,-0.123410385,0.370117979,-0.333577053,0.738698736,0.84138149
Mrps18c,800.8915508,-0.123130997,0.262448507,-0.46918294,0.638938878,0.770942453
Ruvbl1,310.6877239,-0.123106965,0.203646308,-0.604558429,0.545472435,0.695694021
Mad2l2,236.4873777,-0.122885558,0.234948861,-0.523090729,0.600911117,0.740526008
Kcnh8,1.654156756,-0.122825085,0.329184765,-0.377294896,0.705954464,0.818719972
Marchf9,146.4616343,-0.122816338,0.331575667,-0.370499785,0.711010136,0.822131654
Col7a1,54.51037695,-0.122784502,0.325068723,-0.377834413,0.705553607,0.818511045
Pafah1b2,1248.534814,-0.122670048,0.183291741,-0.669261506,0.503328677,0.661545284
Hist1h2an,2.503919301,-0.122653431,0.386907204,-0.315353157,0.752493529,0.850614942
Mink1,199.7248432,-0.122527974,0.253801322,-0.482823384,0.629221146,0.763079509
Pxmp2,383.4997772,-0.122283941,0.264088087,-0.463071018,0.643313463,0.773680711
Sptssb,1.09767404,-0.122213915,0.338739522,-0.360043023,0.71881496,NA
Cibar2,6.302406348,-0.121988604,0.434178609,-0.283026834,0.777156267,0.866785383
Irf5,12.10375336,-0.121909711,0.458759958,-0.265936425,0.790288172,0.874675515
Adm,1885.94667,-0.121734716,0.252351431,-0.482408348,0.629515892,0.763297795
LOC102548950,2.150790589,-0.121713917,0.435371798,-0.281403173,0.778401185,0.867525734
Eme2,16.79469703,-0.121713251,0.480743201,-0.253243423,0.800080113,0.881132281
Plekhg3,1947.36625,-0.121688426,0.254084541,-0.478936565,0.631983757,0.765322788
Slc1a6,15.15085196,-0.121550863,0.486339003,-0.250485738,0.802211733,0.882419918
Slc27a5,1.698792285,-0.121463178,0.331097035,-0.372620008,0.70943128,0.821211325
Fyn,13748.16159,-0.12140864,0.24440291,-0.496755493,0.619361485,0.755294606
Ebpl,1151.138018,-0.121382929,0.259369052,-0.468003576,0.639782032,0.771347772
Ranbp3l,2.180465076,-0.121296495,0.343635806,-0.360277068,0.718639947,0.827601412
Syne3,29.29683754,-0.121073162,0.38818976,-0.311875906,0.755134834,0.852405505
LOC120094427,6.72834073,-0.120766143,0.462021107,-0.263033954,0.792524408,0.876265689
LOC100363372,29.45700937,-0.120707699,0.392664598,-0.307402947,0.758536686,0.854580823
Prr16,7.008702593,-0.120654597,0.485562158,-0.248070556,0.804079816,0.88340159
Col4a3,23.41787842,-0.120612918,0.42326932,-0.285276807,0.77543208,0.865473589
Gnb1,3783.986284,-0.120343362,0.160615176,-0.74926745,0.453696022,0.617187685
Dmrta2,28.9757308,-0.12022621,0.410625357,-0.292803865,0.769672074,0.862618873
LOC120103010,16.1860785,-0.120182032,0.46787806,-0.2565029,0.797562542,0.879785973
Layn,105.1332962,-0.120073556,0.266274031,-0.4510155,0.651978378,0.780175371
Serp1,2228.073589,-0.120062275,0.193214578,-0.621395176,0.534339645,0.686452822
LOC108353316,2.971964618,-0.120053822,0.426268153,-0.284314305,0.776169524,0.866060936
Txndc9,530.8788079,-0.120050482,0.206444148,-0.581511919,0.560895487,0.708107641
LOC120093803,17.39832686,-0.119923176,0.469215413,-0.256057176,0.797906689,0.879956211
LOC120096976,2.768860387,-0.119922818,0.444972194,-0.267298408,0.789239412,0.874123005
LOC108351731,1.327244321,-0.119896619,0.274476233,-0.452728326,0.65074438,NA
LOC120094227,2.274006737,-0.119784109,0.445183526,-0.271179374,0.786253076,0.872239952
B4galt3,621.8650118,-0.119727344,0.195359247,-0.612873247,0.539960154,0.690992487
Naa40,323.384524,-0.119378931,0.406790935,-0.293437012,0.769188139,0.86218072
Map1s,534.0676022,-0.119288687,0.274357372,-0.434823991,0.663690189,0.789201435
Dynlrb1,2091.420695,-0.119185798,0.217385112,-0.54826893,0.583507258,0.727065762
Helz,1486.860848,-0.119150724,0.267771171,-0.444968489,0.656342526,0.783559651
Ephb1,2355.973435,-0.119070895,0.185683586,-0.641256715,0.521355907,0.675919695
Lypd1,200.0435343,-0.119058922,0.227007082,-0.524464887,0.599955236,0.739741335
Ndufv1,1242.748658,-0.119058686,0.252386653,-0.471742633,0.637110502,0.769584677
Accs,45.12956464,-0.118871651,0.335396146,-0.354514875,0.722953059,0.83048684
Runx2,58.19508604,-0.118824098,0.316149152,-0.37589535,0.706994698,0.81931146
Nptxr,665.4806717,-0.118753916,0.245628266,-0.483492547,0.62874605,0.762863182
LOC120098349,1.852643617,-0.118714825,0.289870604,-0.426435286,0.669790694,0.79351831
Habp4,226.5549936,-0.118653182,0.305384061,-0.388578766,0.697587777,0.812912269
Rab3gap1,702.1482605,-0.11860012,0.198309484,-0.598077681,0.549788102,0.699034611
Foxp3,1.230069492,-0.118575765,0.307860127,-0.393271899,0.694118671,NA
Trnat-agu_33,52.54239496,-0.118524882,0.319559167,-0.370912489,0.710702712,0.821976751
LOC679963,8.890705931,-0.118423617,0.487044662,-0.243013638,0.807994832,0.886381246
LOC103694176,388.8062678,-0.118319576,0.352381632,-0.335761804,0.737050496,0.840278349
LOC120100657,0.822874656,-0.118313977,0.245940899,-0.498695709,0.617993768,NA
Usp40,370.1135391,-0.118249521,0.217235633,-0.544371716,0.586185705,0.729205708
RGD1560784,106.1214449,-0.118243551,0.334672654,-0.353233192,0.723913626,0.831178672
LOC120099425,12.22483293,-0.118138713,0.472349966,-0.250511385,0.802191902,0.882419918
Acbd4,636.4232308,-0.11808806,0.217765491,-0.542290195,0.587618609,0.730455981
Tmem262,2.369243819,-0.117934959,0.39147341,-0.303241523,0.761705807,0.856992259
Pak1,165.6073793,-0.117597589,0.250199432,-0.470044244,0.638323407,0.770550807
LOC102555354,1.124914987,-0.117560865,0.261654297,-0.484752059,0.627852233,NA
LOC120101956,1.124914987,-0.117560865,0.261654297,-0.484752059,0.627852233,NA
LOC102554213,1.124914987,-0.117560865,0.261654297,-0.484752059,0.627852233,NA
LOC120094674,1.124914987,-0.117560865,0.261654297,-0.484752059,0.627852233,NA
Magix,1.124914987,-0.117560865,0.261654297,-0.484752059,0.627852233,NA
Pomp,6073.674103,-0.117559254,0.261226876,-0.450029531,0.652689147,0.780724234
Pqbp1,408.9987204,-0.117426439,0.222217861,-0.528428972,0.597201633,0.737916298
Zfp423,107.5401414,-0.11717545,0.28476488,-0.41147017,0.68072781,0.801240052
Tesmin,5.213594279,-0.117174989,0.473085068,-0.248849313,0.803477344,0.883025378
St14,3.887876179,-0.117137559,0.429168301,-0.270783773,0.786557341,0.872316554
LOC100360735,0.215591924,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
LOC120098788,0.243761638,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
LOC108349492,0.28178965,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
LOC120098796,0.28178965,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
Taar8b,0.215591924,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
LOC120098885,0.215591924,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
Slc9a3,0.243761638,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
LOC120099107,0.215591924,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
Trnaa-agc_2,0.243761638,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
LOC108349105,0.28178965,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
Nlrp4a,0.215591924,-0.117122022,0.220900857,-0.530201753,0.595972056,NA
